Group_1,Group_2,Total_Absolute_Difference
Billy Joel (Pop),Taylor Swift (Pop),61.138699999999986
Lana Del Rey (Pop),Shawn Mendes (Pop),61.140699999999995
George Michael (Pop),Harry Styles (Pop),61.242399999999996
James Arthur (Pop),Tones And I (Pop),61.26369999999999
Anu Malik (Pop),Harry Styles (Pop),61.2769
Flo Rida (Pop),Jay Wheeler (Pop),61.438199999999995
Jay Wheeler (Pop),Lana Del Rey (Pop),61.45459999999999
Harry Styles (Pop),Pink Floyd (Pop),61.4685
Bryant Myers (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),61.61200000000001
Gracie Abrams (Pop),Lana Del Rey (Pop),61.783
David Guetta (Pop),Taylor Swift (Pop),61.846999999999994
Bee Gees (Pop),Harry Styles (Pop),62.020700000000005
Javed Ali (Latin Music),Junior H (Latin Music),62.066399999999994
HUGEL (Dance),The Chainsmokers (Dance),62.14399999999999
Ariana Grande (Pop),Tones And I (Pop),62.165000000000006
Billie Eilish (Alternative),Rex Orange County (Alternative),62.200199999999995
Taylor Swift (Pop),Wisin & Yandel (Pop),62.2142
Bee Gees (Pop),Taylor Swift (Pop),62.218399999999995
Flo Rida (Pop),Pharrell Williams (Pop),62.2807
5 Seconds of Summer (Pop),Harry Styles (Pop),62.294999999999995
Jay Wheeler (Pop),Whitney Houston (Pop),62.4807
Junior H (Latin Music),The Beatles (Latin Music),62.539
Harry Styles (Pop),Romeo Santos (Pop),62.7337
Flo Rida (Pop),Meghan Trainor (Pop),62.7936
Harry Styles (Pop),Meghan Trainor (Pop),62.9266
Gorillaz (Pop),Rauw Alejandro (Pop),62.9338
Foreigner (Pop),Tones And I (Pop),62.9343
HUGEL (Dance),Jennifer Lopez (Dance),63.05799999999999
Black Eyed Peas (Pop),Tones And I (Pop),63.1002
Lana Del Rey (Pop),Taylor Swift (Pop),63.4429
Taylor Swift (Pop),The Chainsmokers (Pop),63.527
David Bowie (Pop),Harry Styles (Pop),63.5548
Rauw Alejandro (Pop),Shakira (Pop),63.6016
Billie Eilish (Alternative),The Neighbourhood (Alternative),63.60850000000001
Pharrell Williams (Pop),Scorpions (Pop),63.69029999999999
David Bowie (Pop),Taylor Swift (Pop),63.6979
Avril Lavigne (Pop),Harry Styles (Pop),63.746900000000004
5 Seconds of Summer (Pop),Tones And I (Pop),63.8434
Charlie Puth (Pop),Lana Del Rey (Pop),63.93429999999999
Maroon 5 (Pop),Tones And I (Pop),63.9643
Christian Nodal (Traditional Mexicano),Julión Álvarez y su Norteño Banda (Traditional Mexicano),64.0056
Elvis Presley (Pop),Taylor Swift (Pop),64.0285
One Direction (Pop),Taylor Swift (Pop),64.0854
Gracie Abrams (Pop),Harry Styles (Pop),64.14199999999998
Bryan Adams (Films/Games),Shashwat Sachdev (Films/Games),64.16369999999999
Flo Rida (Pop),Lana Del Rey (Pop),64.2734
Céline Dion (Pop),Harry Styles (Pop),64.4812
David Guetta (Pop),Harry Styles (Pop),64.7267
Lynyrd Skynyrd (Pop),Taylor Swift (Pop),64.803
Jennifer Lopez (Pop),Taylor Swift (Pop),64.8073
Daryl Hall & John Oates (Metal),Taylor Swift (Metal),64.98440000000001
Backstreet Boys (Pop),Taylor Swift (Pop),65.26480000000001
Billie Eilish (Alternative),Gorillaz (Alternative),65.3107
HUGEL (Dance),Whitney Houston (Dance),65.3614
Charlie Puth (Pop),Pharrell Williams (Pop),65.4512
Scorpions (Pop),Whitney Houston (Pop),65.4687
Billie Eilish (Alternative),Nirvana (Alternative),65.5401
Justin Timberlake (Pop),Tones And I (Pop),65.57039999999999
Bryant Myers (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),65.6085
Billie Eilish (Alternative),The Strokes (Alternative),65.6758
Charli xcx (Electro),Major Lazer (Electro),65.8659
Flo Rida (Pop),Metallica (Pop),65.9474
Atif Aslam (Pop),Scorpions (Pop),66.08519999999999
Jay Wheeler (Pop),Romeo Santos (Pop),66.1771
Grupo Firme (Traditional Mexicano),Grupo Frontera (Traditional Mexicano),66.1911
Maroon 5 (Pop),Taylor Swift (Pop),66.25420000000001
Labrinth (Pop),Tones And I (Pop),66.28519999999999
Daryl Hall & John Oates (Latin Music),Shakira (Latin Music),66.3268
Billie Eilish (Alternative),Red Hot Chili Peppers (Alternative),66.38069999999999
P!nk (Pop),Tones And I (Pop),66.4327
Anu Malik (Films/Games),Taylor Swift (Films/Games),66.55709999999999
Taylor Swift (Pop),The Beatles (Pop),66.627
Harry Styles (Pop),Luis Miguel (Pop),66.69810000000001
Taylor Swift (R&B),Tinashe (R&B),66.7135
David Guetta (Pop),Jay Wheeler (Pop),66.81150000000001
Bryan Adams (Films/Games),Shankar-Ehsaan-Loy (Films/Games),66.94120000000001
Shakira (Pop),Tones And I (Pop),66.98859999999999
Black Eyed Peas (Pop),Taylor Swift (Pop),67.0707
Pharrell Williams (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),67.08709999999999
Pharrell Williams (Pop),Rauw Alejandro (Pop),67.1175
Labrinth (Pop),Taylor Swift (Pop),67.2807
Harry Styles (Pop),Whitney Houston (Pop),67.3301
Christina Aguilera (Pop),Taylor Swift (Pop),67.35400000000001
Flo Rida (Pop),Tones And I (Pop),67.3768
Billie Eilish (Alternative),Foster The People (Alternative),67.5427
Billie Eilish (Alternative),Fall Out Boy (Alternative),67.5518
Lana Del Rey (Pop),Rauw Alejandro (Pop),67.55720000000001
Elton John (Pop),Taylor Swift (Pop),67.6476
Jay Wheeler (Pop),Labrinth (Pop),67.6936
Taylor Swift (R&B),USHER (R&B),67.7432
Jay Wheeler (Pop),Meghan Trainor (Pop),67.8266
Romeo Santos (Pop),Taylor Swift (Pop),67.9964
Flo Rida (Pop),Gracie Abrams (Pop),68.2718
Metallica (Pop),Taylor Swift (Pop),68.4531
Justin Timberlake (Pop),Taylor Swift (Pop),68.83930000000001
Banda MS de Sergio Lizárraga (Latin Music),Shakira (Latin Music),68.8614
Lady Gaga (Pop),Taylor Swift (Pop),69.0429
Mariah Carey (Pop),Taylor Swift (Pop),69.1194
Harry Styles (Pop),Lana Del Rey (Pop),69.21319999999999
Fuerza Regida (Latin Music),Shakira (Latin Music),69.2757
Jay Wheeler (Pop),Shawn Mendes (Pop),69.56150000000001
Charlie Puth (Pop),Harry Styles (Pop),69.6995
Metallica (Pop),Tones And I (Pop),69.71719999999999
Metallica (Pop),Rauw Alejandro (Pop),69.743
Lynyrd Skynyrd (Pop),Tones And I (Pop),69.85069999999999
Flo Rida (Pop),Taylor Swift (Pop),69.89170000000001
5 Seconds of Summer (Pop),Taylor Swift (Pop),69.96770000000001
Diljit Dosanjh (Pop),Tones And I (Pop),70.0117
Anu Malik (Films/Games),Lady Gaga (Films/Games),70.0144
Lady Gaga (Films/Games),Yo Yo Honey Singh (Films/Games),70.0909
Charli xcx (Electro),Martin Garrix (Electro),70.0942
Ariana Grande (Pop),Taylor Swift (Pop),70.2595
Flo Rida (Pop),Lynyrd Skynyrd (Pop),70.65570000000001
Daryl Hall & John Oates (Ranchera),Taylor Swift (Ranchera),70.7535
Diljit Dosanjh (Pop),Taylor Swift (Pop),70.76459999999999
Gorillaz (Pop),Taylor Swift (Pop),70.7757
Labrinth (Pop),Rauw Alejandro (Pop),70.81379999999999
Billie Eilish (Alternative),Paramore (Alternative),70.8535
Romeo Santos (Pop),Tones And I (Pop),70.99969999999999
Flo Rida (Pop),Shawn Mendes (Pop),71.36630000000001
Bob Sinclar (Electro),Charli xcx (Electro),71.52279999999999
Charlie Puth (Pop),Flo Rida (Pop),71.5977
James Arthur (Pop),Rauw Alejandro (Pop),71.64070000000001
Justin Timberlake (Pop),Rauw Alejandro (Pop),71.6516
A.R. Rahman (R&B),Taylor Swift (R&B),71.7397
Foreigner (Pop),Taylor Swift (Pop),71.76740000000001
Enrique Iglesias (Pop),Rauw Alejandro (Pop),71.81920000000001
Harry Styles (Pop),Metallica (Pop),71.8934
Charlie Puth (Pop),Tones And I (Pop),72.18709999999999
Bee Gees (Pop),Rauw Alejandro (Pop),72.28529999999999
Billie Eilish (Alternative),Lana Del Rey (Alternative),72.47109999999999
Bryan Adams (Films/Games),Vishal-Shekhar (Films/Games),72.79260000000001
Calle 24 (Traditional Mexicano),Grupo Frontera (Traditional Mexicano),73.0433
Anu Malik (Films/Games),Yo Yo Honey Singh (Films/Games),73.04709999999999
Calle 24 (Traditional Mexicano),Christian Nodal (Traditional Mexicano),73.2021
Billie Eilish (Alternative),Daniel Caesar (Alternative),73.24589999999999
Lady Gaga (Jazz),Laufey (Jazz),73.268
A.R. Rahman (Films/Games),Taylor Swift (Films/Games),73.33379999999998
Billie Eilish (Alternative),Hozier (Alternative),73.7027
Taylor Swift (Films/Games),Zion & Lennox (Films/Games),73.845
Diljit Dosanjh (Pop),Rauw Alejandro (Pop),74.0799
Sonu Nigam (Films/Games),Taylor Swift (Films/Games),74.1215
Pharrell Williams (Pop),Tones And I (Pop),74.3023
P!nk (Pop),Taylor Swift (Pop),74.5954
Shakira (Pop),Taylor Swift (Pop),74.6025
Prince (Pop),Rauw Alejandro (Pop),74.73549999999999
Billy Joel (Pop),Rauw Alejandro (Pop),74.79400000000001
Harry Styles (Pop),Pharrell Williams (Pop),74.99849999999999
Lana Del Rey (Pop),Scorpions (Pop),75.05220000000001
Arcángel (Latin Music),Shakira (Latin Music),75.14219999999999
Charlie Puth (Pop),Jay Wheeler (Pop),75.4997
Charli xcx (Electro),Clean Bandit (Electro),75.6779
Charli xcx (Electro),HUGEL (Electro),75.76549999999999
Maroon 5 (Pop),Rauw Alejandro (Pop),75.8443
Billie Eilish (Alternative),Kings of Leon (Alternative),75.9254
Banda MS de Sergio Lizárraga (Traditional Mexicano),Grupo Frontera (Traditional Mexicano),76.01879999999998
Rauw Alejandro (Pop),The Chainsmokers (Pop),76.0347
Foreigner (Pop),Rauw Alejandro (Pop),76.0415
Gracie Abrams (Pop),Rauw Alejandro (Pop),76.05919999999999
Nelly Furtado (Pop),Rauw Alejandro (Pop),76.1794
Black Eyed Peas (Pop),Rauw Alejandro (Pop),76.46879999999999
Annie Lennox (Pop),Rauw Alejandro (Pop),76.53160000000001
Atif Aslam (Pop),Jay Wheeler (Pop),76.7818
Céline Dion (Pop),Rauw Alejandro (Pop),76.813
Shashwat Sachdev (Films/Games),Taylor Swift (Films/Games),76.97660000000002
Atif Aslam (Pop),Harry Styles (Pop),77.01939999999999
Harry Styles (Pop),Shawn Mendes (Pop),77.0231
Lady Gaga (Films/Games),Sonu Nigam (Films/Games),77.1566
Atif Aslam (Pop),Taylor Swift (Pop),77.2039
Meghan Trainor (Pop),Rauw Alejandro (Pop),77.7202
Anu Malik (Pop),Rauw Alejandro (Pop),77.7221
Gwen Stefani (Pop),Rauw Alejandro (Pop),77.961
Backstreet Boys (Pop),Rauw Alejandro (Pop),78.00649999999999
Javed Ali (Latin Music),Shakira (Latin Music),78.0834
Charlie Puth (Pop),Taylor Swift (Pop),78.16499999999999
Eagles (Pop),Rauw Alejandro (Pop),78.19479999999999
Grupo Frontera (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),78.59089999999999
Jennifer Lopez (Pop),Rauw Alejandro (Pop),78.6854
Rauw Alejandro (Pop),The Beatles (Pop),78.7441
Shashwat Sachdev (Films/Games),Yo Yo Honey Singh (Films/Games),78.9384
Harry Styles (Pop),Lynyrd Skynyrd (Pop),78.9591
A.R. Rahman (Films/Games),Lady Gaga (Films/Games),79.1785
P!nk (Pop),Rauw Alejandro (Pop),79.3279
Lady Gaga (Films/Games),Shashwat Sachdev (Films/Games),79.5431
David Bowie (Pop),Rauw Alejandro (Pop),79.80160000000001
5 Seconds of Summer (Pop),Rauw Alejandro (Pop),79.80599999999998
Pink Floyd (Pop),Rauw Alejandro (Pop),79.8383
Sonu Nigam (Films/Games),Yo Yo Honey Singh (Films/Games),79.8473
Taylor Swift (Pop),Tones And I (Pop),79.95769999999999
Britney Spears (Pop),Rauw Alejandro (Pop),80.1115
A.R. Rahman (Films/Games),Yo Yo Honey Singh (Films/Games),80.14559999999999
Prince Royce (Latin Music),Shakira (Latin Music),80.2456
Rauw Alejandro (Pop),Wisin & Yandel (Pop),80.5001
Dr. Dre (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),80.7947
Arctic Monkeys (Alternative),Billie Eilish (Alternative),81.11869999999999
Lady Gaga (Films/Games),Zion & Lennox (Films/Games),81.1343
50 Cent (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),81.3406
Bryan Adams (Films/Games),Lady Gaga (Films/Games),81.35160000000002
Elvis Presley (Pop),Rauw Alejandro (Pop),81.53240000000001
Gracie Abrams (Pop),Taylor Swift (Pop),81.65969999999999
Christina Aguilera (Pop),Rauw Alejandro (Pop),81.8549
Labrinth (Films/Games),Lady Gaga (Films/Games),82.3695
Shakira (Latin Music),The Beatles (Latin Music),82.5324
Elton John (Pop),Rauw Alejandro (Pop),82.6123
Labrinth (Films/Games),Taylor Swift (Films/Games),82.6802
Demi Lovato (Pop),Rauw Alejandro (Pop),82.7894
Amy Winehouse (Pop),Rauw Alejandro (Pop),82.8206
Kali Uchis (R&B),Taylor Swift (R&B),82.9111
Jay Wheeler (Pop),Rauw Alejandro (Pop),83.26060000000001
Harry Styles (Pop),Rauw Alejandro (Pop),83.37440000000001
Mac Miller (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),83.5667
Grupo Frontera (Traditional Mexicano),Julión Álvarez y su Norteño Banda (Traditional Mexicano),83.61619999999999
Gracie Abrams (Pop),Tones And I (Pop),83.65299999999999
George Michael (Pop),Rauw Alejandro (Pop),83.7144
Harry Styles (Pop),Tones And I (Pop),83.8796
Rauw Alejandro (Pop),Taylor Swift (Pop),83.9615
Ariana Grande (Pop),Rauw Alejandro (Pop),84.0792
Avril Lavigne (Pop),Rauw Alejandro (Pop),84.4341
Jay Wheeler (Pop),Taylor Swift (Pop),84.47989999999999
Central Cee (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),84.5943
Pharrell Williams (Pop),Taylor Swift (Pop),84.79
Jay Wheeler (Pop),Tones And I (Pop),84.9038
Rauw Alejandro (Pop),Whitney Houston (Pop),84.9847
Ellie Goulding (Pop),Rauw Alejandro (Pop),85.0552
Maluma (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),85.33689999999999
David Guetta (Pop),Rauw Alejandro (Pop),85.5115
Shankar-Ehsaan-Loy (Films/Games),Taylor Swift (Films/Games),85.7107
Yo Yo Honey Singh (Films/Games),Zion & Lennox (Films/Games),85.90259999999999
Bryan Adams (Films/Games),Sajid-Wajid (Films/Games),86.06700000000001
Bryan Adams (Films/Games),Labrinth (Films/Games),86.18670000000002
Taylor Swift (Rap/Hip Hop),WizTheMc (Rap/Hip Hop),86.4199
Rauw Alejandro (Pop),Romeo Santos (Pop),86.4795
DJ Khaled (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),86.733
Labrinth (Films/Games),Yo Yo Honey Singh (Films/Games),86.86600000000001
Vishal-Shekhar (Films/Games),Yo Yo Honey Singh (Films/Games),86.97070000000001
Creedence Clearwater Revival (Jazz),Lady Gaga (Jazz),87.22829999999999
Mariah Carey (Pop),Rauw Alejandro (Pop),87.25809999999998
Bizarrap (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),87.30610000000001
Rauw Alejandro (Pop),Scorpions (Pop),87.47640000000001
Flo Rida (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),87.5265
Taylor Swift (Rap/Hip Hop),Yung Beef (Rap/Hip Hop),87.6734
Enrique Iglesias (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),87.8633
Harry Styles (Pop),Taylor Swift (Pop),88.37470000000002
Lady Gaga (Films/Games),Vishal-Shekhar (Films/Games),88.65199999999999
Charlie Puth (Pop),Rauw Alejandro (Pop),88.6603
Taylor Swift (Films/Games),Vishal-Shekhar (Films/Games),88.96270000000001
Lady Gaga (Films/Games),Shankar-Ehsaan-Loy (Films/Games),89.21640000000002
Luis Miguel (Pop),Rauw Alejandro (Pop),89.49169999999998
Taylor Swift (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",89.5568
Lady Gaga (Pop),Rauw Alejandro (Pop),89.62639999999999
Taylor Swift (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),90.20519999999999
Flo Rida (Pop),Rauw Alejandro (Pop),90.3984
Grupo Frontera (Traditional Mexicano),Natanael Cano (Traditional Mexicano),90.5265
De La Soul (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),90.91460000000001
Lynyrd Skynyrd (Pop),Rauw Alejandro (Pop),91.97909999999999
Shankar-Ehsaan-Loy (Films/Games),Yo Yo Honey Singh (Films/Games),92.0385
One Direction (Pop),Rauw Alejandro (Pop),92.3433
Scorpions (Pop),Tones And I (Pop),93.4398
Sajid-Wajid (Films/Games),Taylor Swift (Films/Games),94.0415
Nicky Jam (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),94.57649999999998
Rauw Alejandro (Pop),Shawn Mendes (Pop),96.3269
JHAYCO (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),96.5078
Bruce Springsteen (Reggae),Taylor Swift (Reggae),97.1848
Atif Aslam (Pop),Rauw Alejandro (Pop),97.76700000000001
Scorpions (Pop),Taylor Swift (Pop),100.20890000000001
Grupo Frontera (Traditional Mexicano),Tito Double P (Traditional Mexicano),101.02860000000001
Lady Gaga (Films/Games),Sajid-Wajid (Films/Games),101.3308
Fuerza Regida (Traditional Mexicano),Grupo Frontera (Traditional Mexicano),101.4653
Christian Nodal (Traditional Mexicano),Grupo Frontera (Traditional Mexicano),102.68260000000002
Cardi B (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),103.30799999999999
Rauw Alejandro (Pop),Tones And I (Pop),104.81420000000001
Grupo Frontera (Traditional Mexicano),Peso Pluma (Traditional Mexicano),105.37039999999999
Bryant Myers (Rap/Hip Hop),Taylor Swift (Rap/Hip Hop),105.78570000000002
Sajid-Wajid (Films/Games),Yo Yo Honey Singh (Films/Games),110.9577
